Species	gtdb_taxonomy	genus	sp	accession	gtdb_type_species_of_genus	Oxygen tolerance raw	Oxygen tolerance	random_id
Rhodoblastus acidophilus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__Rhodoblastus acidophilus	g__Rhodoblastus	s__Rhodoblastus acidophilus	RS_GCF_900187365.1	t	anaerobe	anaerobe	4875
Thermolongibacillus altinsuensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Anoxybacillaceae;g__Thermolongibacillus;s__Thermolongibacillus altinsuensis	g__Thermolongibacillus	s__Thermolongibacillus altinsuensis	RS_GCF_004341205.1	t	aerobe	aerobe	4870
Laribacter hongkongensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Laribacter;s__Laribacter hongkongensis	g__Laribacter	s__Laribacter hongkongensis	RS_GCF_000423285.1	t	aerobe,microaerophile	aerobe	4869
Limimonas halophila	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Rhodovibrionaceae;g__Limimonas;s__Limimonas halophila	g__Limimonas	s__Limimonas halophila	RS_GCF_900100655.1	t	aerobe	aerobe	4869
Halioglobus japonicus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__Halioglobus japonicus	g__Halioglobus	s__Halioglobus japonicus	RS_GCF_001983995.1	t	aerobe	aerobe	4868
Coprobacter fastidiosus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter fastidiosus	g__Coprobacter	s__Coprobacter fastidiosus	RS_GCF_000473955.1	t	anaerobe	anaerobe	4867
Pyrococcus furiosus	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus furiosus	g__Pyrococcus	s__Pyrococcus furiosus	RS_GCF_000007305.1	t	anaerobe	anaerobe	4851
Andreprevotia chitinilytica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Andreprevotia;s__Andreprevotia chitinilytica	g__Andreprevotia	s__Andreprevotia chitinilytica	RS_GCF_000711875.1	t	aerobe	aerobe	4848
Pseudactinotalea terrae	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Beutenbergiaceae;g__Pseudactinotalea;s__Pseudactinotalea terrae	g__Pseudactinotalea	s__Pseudactinotalea terrae	RS_GCF_009733845.1	t	aerobe	aerobe	4846
Anoxybacter fermentans	d__Bacteria;p__Firmicutes_F;c__Halanaerobiia;o__DY22613;f__DY22613;g__Anoxybacter;s__Anoxybacter fermentans	g__Anoxybacter	s__Anoxybacter fermentans	RS_GCF_003991135.1	t	anaerobe	anaerobe	4840
Bibersteinia trehalosi	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Bibersteinia;s__Bibersteinia trehalosi	g__Bibersteinia	s__Bibersteinia trehalosi	RS_GCF_004346205.1	t	microaerophile	aerobe	4838
Tepidibacter thalassicus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Tepidibacter;s__Tepidibacter thalassicus	g__Tepidibacter	s__Tepidibacter thalassicus	RS_GCF_900129915.1	t	anaerobe	anaerobe	4835
Caenibacillus caldisaponilyticus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_G;f__Sporolactobacillaceae;g__Caenibacillus;s__Caenibacillus caldisaponilyticus	g__Caenibacillus	s__Caenibacillus caldisaponilyticus	RS_GCF_002003465.1	t	aerobe	aerobe	4829
Roseivirga ehrenbergii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__Roseivirga ehrenbergii	g__Roseivirga	s__Roseivirga ehrenbergii	RS_GCF_001593005.1	t	aerobe	aerobe	4822
Deinococcus radiodurans	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus radiodurans	g__Deinococcus	s__Deinococcus radiodurans	RS_GCF_000008565.1	t	aerobe,microaerophile	aerobe	4821
Rhodohalobacter halophilus	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Rhodohalobacter;s__Rhodohalobacter halophilus	g__Rhodohalobacter	s__Rhodohalobacter halophilus	RS_GCF_001715195.1	t	facultative anaerobe	aerobe	4821
Aldersonia kunmingensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Aldersonia;s__Aldersonia kunmingensis	g__Aldersonia	s__Aldersonia kunmingensis	RS_GCF_001646865.1	t	aerobe	aerobe	4816
Pleionea mediterranea	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__Pleionea;s__Pleionea mediterranea	g__Pleionea	s__Pleionea mediterranea	RS_GCF_003148745.1	t	aerobe	aerobe	4812
Nereida ignava	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Nereida;s__Nereida ignava	g__Nereida	s__Nereida ignava	RS_GCF_001049735.1	t	aerobe	aerobe	4810
Succiniclasticum ruminis	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum ruminis	g__Succiniclasticum	s__Succiniclasticum ruminis	RS_GCF_900112895.1	t	anaerobe	anaerobe	4808
Vespertiliibacter pulmonis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Vespertiliibacter;s__Vespertiliibacter pulmonis	g__Vespertiliibacter	s__Vespertiliibacter pulmonis	RS_GCF_013377275.1	t	aerobe,microaerophile	aerobe	4807
Acetobacterium woodii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium woodii	g__Acetobacterium	s__Acetobacterium woodii	RS_GCF_000247605.1	t	anaerobe	anaerobe	4804
Harryflintia acetispora	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__Harryflintia acetispora	g__Harryflintia	s__Harryflintia acetispora	RS_GCF_004340125.1	t	anaerobe	anaerobe	4803
Thermosulfidibacter takaii	d__Bacteria;p__Thermosulfidibacterota;c__Thermosulfidibacteria;o__Thermosulfidibacterales;f__Thermosulfidibacteraceae;g__Thermosulfidibacter;s__Thermosulfidibacter takaii	g__Thermosulfidibacter	s__Thermosulfidibacter takaii	RS_GCF_001547735.1	t	anaerobe	anaerobe	4803
Hellea balneolensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hellea;s__Hellea balneolensis	g__Hellea	s__Hellea balneolensis	RS_GCF_000428525.1	t	aerobe	aerobe	4801
Vulcanibacillus modesticaldus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Tepidibacillales;f__Tepidibacillaceae;g__Vulcanibacillus;s__Vulcanibacillus modesticaldus	g__Vulcanibacillus	s__Vulcanibacillus modesticaldus	RS_GCF_001730235.1	t	anaerobe,obligate anaerobe	anaerobe	4798
Hydrogenibacillus schlegelii	d__Bacteria;p__Firmicutes;c__Bacilli;o__DSM-22653;f__DSM-22653;g__Hydrogenibacillus;s__Hydrogenibacillus schlegelii	g__Hydrogenibacillus	s__Hydrogenibacillus schlegelii	RS_GCF_001653195.1	t	facultative anaerobe	aerobe	4795
Methylomarinum vadi	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomarinum;s__Methylomarinum vadi	g__Methylomarinum	s__Methylomarinum vadi	RS_GCF_000733935.1	t	aerobe	aerobe	4795
Loktanella salsilacus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Loktanella;s__Loktanella salsilacus	g__Loktanella	s__Loktanella salsilacus	RS_GCF_900114485.1	t	aerobe	aerobe	4794
Delftia acidovorans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas acidovorans	g__Comamonas	s__Comamonas acidovorans	RS_GCF_001598795.1	t	aerobe,microaerophile	aerobe	4792
Suttonella indologenes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Suttonella;s__Suttonella indologenes	g__Suttonella	s__Suttonella indologenes	RS_GCF_900460215.1	t	aerobe	aerobe	4792
Elioraea tepidiphila	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Elioraea;s__Elioraea tepidiphila	g__Elioraea	s__Elioraea tepidiphila	RS_GCF_000378465.1	t	aerobe	aerobe	4788
Pseudobizionia ponticola	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pseudobizionia;s__Pseudobizionia ponticola	g__Pseudobizionia	s__Pseudobizionia ponticola	GB_GCA_012931685.1	t	aerobe	aerobe	4788
Herbihabitans rhizosphaerae	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Herbihabitans;s__Herbihabitans rhizosphaerae	g__Herbihabitans	s__Herbihabitans rhizosphaerae	RS_GCF_004216555.1	t	aerobe	aerobe	4787
Schwartzia succinivorans	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Schwartzia;s__Schwartzia succinivorans	g__Schwartzia	s__Schwartzia succinivorans	RS_GCF_900129225.1	t	anaerobe	anaerobe	4787
Neptunicoccus sediminis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter;s__Amylibacter sediminis	g__Amylibacter	s__Amylibacter sediminis	RS_GCF_001719615.1	t	aerobe	aerobe	4785
Dietzia maris	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia maris	g__Dietzia	s__Dietzia maris	RS_GCF_014144855.1	t	aerobe,microaerophile	aerobe	4776
Thermosipho africanus	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Thermosipho;s__Thermosipho africanus	g__Thermosipho	s__Thermosipho africanus	RS_GCF_003351105.1	t	anaerobe	anaerobe	4767
Pseudoflavitalea rhizosphaerae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Pseudobacter;s__Pseudobacter rhizosphaerae	g__Pseudobacter	s__Pseudobacter rhizosphaerae	RS_GCF_003991355.1	t	aerobe	aerobe	4766
Neptuniibacter caesariensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Neptuniibacter;s__Neptuniibacter caesariensis	g__Neptuniibacter	s__Neptuniibacter caesariensis	RS_GCF_000153345.1	t	aerobe	aerobe	4753
Labedaea rhizosphaerae	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Labedaea;s__Labedaea rhizosphaerae	g__Labedaea	s__Labedaea rhizosphaerae	RS_GCF_004362825.1	t	aerobe	aerobe	4747
Isobaculum melis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Isobaculum;s__Isobaculum melis	g__Isobaculum	s__Isobaculum melis	RS_GCF_900111355.1	t	microaerophile	aerobe	4744
Thermoflexus hugenholtzii	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus;s__Thermoflexus hugenholtzii	g__Thermoflexus	s__Thermoflexus hugenholtzii	RS_GCF_900187885.1	t	facultative anaerobe,microaerophile	aerobe	4744
Marinobacterium georgiense	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__Marinobacterium georgiense	g__Marinobacterium	s__Marinobacterium georgiense	RS_GCF_900107855.1	t	facultative aerobe	aerobe	4739
Sulfurivermis fontis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__Sulfurivermis;s__Sulfurivermis fontis	g__Sulfurivermis	s__Sulfurivermis fontis	RS_GCF_004001245.1	t	facultative anaerobe	aerobe	4724
Caloranaerobacter azorensis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Caloranaerobacteraceae;g__Caloranaerobacter;s__Caloranaerobacter azorensis	g__Caloranaerobacter	s__Caloranaerobacter azorensis	RS_GCF_900129995.1	t	anaerobe	anaerobe	4719
Enorma massiliensis	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma massiliensis	g__Enorma	s__Enorma massiliensis	RS_GCF_000311845.1	t	obligate anaerobe	anaerobe	4718
Cohaesibacter gelatinilyticus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__Cohaesibacter;s__Cohaesibacter gelatinilyticus	g__Cohaesibacter	s__Cohaesibacter gelatinilyticus	RS_GCF_900215605.1	t	facultative anaerobe	aerobe	4718
Marininema mesophilum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Marininema;s__Marininema mesophilum	g__Marininema	s__Marininema mesophilum	RS_GCF_900106775.1	t	aerobe	aerobe	4718
Denitrovibrio acetiphilus	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Denitrovibrionaceae;g__Denitrovibrio;s__Denitrovibrio acetiphilus	g__Denitrovibrio	s__Denitrovibrio acetiphilus	RS_GCF_000025725.1	t	anaerobe	anaerobe	4714
Thalassobaculum litoreum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales;f__Thalassobaculaceae;g__Thalassobaculum;s__Thalassobaculum litoreum	g__Thalassobaculum	s__Thalassobaculum litoreum	RS_GCF_900102465.1	t	facultative anaerobe	aerobe	4711
Flavonifractor plautii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	g__Flavonifractor	s__Flavonifractor plautii	RS_GCF_000239295.1	t	anaerobe	anaerobe	4710
Actinophytocola oryzae	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__Actinophytocola oryzae	g__Actinophytocola	s__Actinophytocola oryzae	RS_GCF_004364325.1	t	aerobe	aerobe	4705
Zobellia galactanivorans	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zobellia;s__Zobellia galactanivorans	g__Zobellia	s__Zobellia galactanivorans	RS_GCF_000973105.1	t	aerobe	aerobe	4699
Eubacterium limosum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium limosum	g__Eubacterium	s__Eubacterium limosum	RS_GCF_000807675.2	t	anaerobe	anaerobe	4698
Humitalea rosea	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Humitalea;s__Humitalea rosea	g__Humitalea	s__Humitalea rosea	RS_GCF_003253705.1	t	aerobe	aerobe	4696
Marinicella litoralis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__Marinicella;s__Marinicella litoralis	g__Marinicella	s__Marinicella litoralis	RS_GCF_002591915.1	t	aerobe	aerobe	4694
Oceanithermus profundus	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus;s__Oceanithermus profundus	g__Oceanithermus	s__Oceanithermus profundus	RS_GCF_000183745.1	t	microaerophile	aerobe	4693
Leadbetterella byssophila	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Leadbetterella;s__Leadbetterella byssophila	g__Leadbetterella	s__Leadbetterella byssophila	RS_GCF_000166395.1	t	aerobe	aerobe	4682
Agromyces ramosus	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces;s__Agromyces ramosus	g__Agromyces	s__Agromyces ramosus	RS_GCF_004216665.1	t	aerobe,microaerophile	aerobe	4679
Naumannella halotolerans	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Naumannella;s__Naumannella halotolerans	g__Naumannella	s__Naumannella halotolerans	RS_GCF_004364645.1	t	aerobe,microaerophile	aerobe	4677
Ketobacter alkanivorans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__Ketobacter alkanivorans	g__Ketobacter	s__Ketobacter alkanivorans	RS_GCF_002863865.1	t	aerobe	aerobe	4670
Xanthomonas campestris	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas campestris	g__Xanthomonas	s__Xanthomonas campestris	RS_GCF_000007145.1	t	aerobe	aerobe	4669
Caminicella sporogenes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Caminicellaceae;g__Caminicella;s__Caminicella sporogenes	g__Caminicella	s__Caminicella sporogenes	RS_GCF_900142285.1	t	anaerobe	anaerobe	4668
Slackia exigua	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia;s__Slackia exigua	g__Slackia	s__Slackia exigua	RS_GCF_000162875.1	t	anaerobe	anaerobe	4666
Yersinia pestis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia pestis	g__Yersinia	s__Yersinia pestis	RS_GCF_900460465.1	t	aerobe	aerobe	4663
Piscinibacter aquaticus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Piscinibacter;s__Piscinibacter aquaticus	g__Piscinibacter	s__Piscinibacter aquaticus	GB_GCA_007994965.1	t	facultative aerobe	aerobe	4663
Pyruvatibacter mobilis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Phaeomarinobacteraceae;g__Pyruvatibacter;s__Pyruvatibacter mobilis	g__Pyruvatibacter	s__Pyruvatibacter mobilis	RS_GCF_012848855.1	t	aerobe	aerobe	4655
Finegoldia magna	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia;s__Finegoldia magna	g__Finegoldia	s__Finegoldia magna	RS_GCF_003182075.1	t	anaerobe	anaerobe	4652
Atopobacter phocae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Atopobacter;s__Atopobacter phocae	g__Atopobacter	s__Atopobacter phocae	RS_GCF_000526675.1	t	microaerophile	aerobe	4650
Actibacterium mucosum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Actibacterium;s__Actibacterium mucosum	g__Actibacterium	s__Actibacterium mucosum	RS_GCF_000647975.1	t	aerobe	aerobe	4649
Thiohalobacter thiocyanaticus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalobacterales;f__Thiohalobacteraceae;g__Thiohalobacter;s__Thiohalobacter thiocyanaticus	g__Thiohalobacter	s__Thiohalobacter thiocyanaticus	RS_GCF_003932505.1	t	aerobe	aerobe	4643
Desulfohalobium retbaense	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfohalobium;s__Desulfohalobium retbaense	g__Desulfohalobium	s__Desulfohalobium retbaense	RS_GCF_000024325.1	t	anaerobe,obligate anaerobe	anaerobe	4639
Plesiomonas shigelloides	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Plesiomonas;s__Plesiomonas shigelloides	g__Plesiomonas	s__Plesiomonas shigelloides	RS_GCF_900087055.1	t	aerobe	aerobe	4638
Burkholderia cepacia	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia cepacia	g__Burkholderia	s__Burkholderia cepacia	RS_GCF_001411495.1	t	aerobe	aerobe	4636
Alloprevotella tannerae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella tannerae	g__Alloprevotella	s__Alloprevotella tannerae	RS_GCF_000159995.1	t	anaerobe	anaerobe	4633
Simiduia agarivorans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Simiduia;s__Simiduia agarivorans	g__Simiduia	s__Simiduia agarivorans	RS_GCF_000305785.2	t	aerobe	aerobe	4633
Jonquetella anthropi	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Jonquetella;s__Jonquetella anthropi	g__Jonquetella	s__Jonquetella anthropi	RS_GCF_000237805.1	t	anaerobe	anaerobe	4632
Acetanaerobacterium elongatum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Acetanaerobacterium;s__Acetanaerobacterium elongatum	g__Acetanaerobacterium	s__Acetanaerobacterium elongatum	RS_GCF_900103835.1	t	anaerobe	anaerobe	4627
Lapillicoccus jejuensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Lapillicoccus;s__Lapillicoccus jejuensis	g__Lapillicoccus	s__Lapillicoccus jejuensis	RS_GCF_006715055.1	t	aerobe	aerobe	4627
Herbiconiux ginsengi	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Herbiconiux;s__Herbiconiux ginsengi	g__Herbiconiux	s__Herbiconiux ginsengi	RS_GCF_900107435.1	t	aerobe	aerobe	4627
Prevotella melaninogenica	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica	g__Prevotella	s__Prevotella melaninogenica	RS_GCF_000144405.1	t	anaerobe	anaerobe	4625
Pannonibacter phragmitetus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Pannonibacter;s__Pannonibacter phragmitetus	g__Pannonibacter	s__Pannonibacter phragmitetus	RS_GCF_000382365.1	t	aerobe,facultative anaerobe	aerobe	4610
Pelagicola litoralis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Shimia;s__Shimia litoralis	g__Shimia	s__Shimia litoralis	RS_GCF_005518135.1	t	aerobe	aerobe	4606
Sanguibacter keddieii	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Cellulomonadaceae;g__Sanguibacter;s__Sanguibacter keddieii	g__Sanguibacter	s__Sanguibacter keddieii	RS_GCF_000024925.1	t	aerobe	aerobe	4605
Caldanaerobacter subterraneus	d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Caldanaerobacter;s__Caldanaerobacter subterraneus	g__Caldanaerobacter	s__Caldanaerobacter subterraneus	RS_GCF_004345675.1	t	anaerobe	anaerobe	4602
Paraperlucidibaca baekdonensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Paraperlucidibaca;s__Paraperlucidibaca baekdonensis	g__Paraperlucidibaca	s__Paraperlucidibaca baekdonensis	RS_GCF_003387535.1	t	aerobe	aerobe	4595
Opitutus terrae	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__Opitutus terrae	g__Opitutus	s__Opitutus terrae	RS_GCF_000019965.1	t	anaerobe	anaerobe	4592
Cuneatibacter caecimuris	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Cuneatibacter;s__Cuneatibacter caecimuris	g__Cuneatibacter	s__Cuneatibacter caecimuris	RS_GCF_004216775.1	t	microaerophile	aerobe	4587
